Id,Archivo,Auditorio,Biblioteca,Centro_cultural,Centro_de_interpretacion,Centro_docente,Cine,Galeria_de_arte,Museo,Sala_de_conciertos,Sala_de_exposiciones,Sala_polivalente,Teatro,Idmuni,Denominacion,Direccion,Codpos,Telefono,Fax,Mail,Web,Horario,Instalaciones,Aforo,Idtitular,Facebook,Youtube,Tweeter,Imag01,Imag02,Usuario,Fechor,lat,lng,usoprincipal
207,s,n,n,n,n,n,n,n,n,n,n,n,n,47,Archivo Municipal de Garachico,"Plza. la Libertad, 1",38450,922 830 000,922 830 001, ,http://www.garachico.es/,,,0,51,,,,tfaytogarachico.jpg,blanco.jpg,eliizq,2015-12-09 10:59:13,28.3730070021136,-16.7640813675654,archivo
208,s,n,n,n,n,n,n,n,n,n,n,n,n,73,Archivo Municipal de Garafía,"C/ Díaz y Suárez, 7. Santo Domingo",38787,922 400 005 / 922 400 029,922 400 000,  ,http://www.garafia.org/,,"Con cita previa. Fondos etnográficos, petroglifos y prehispánicos.",0,52,,,,lpaytogarafia.jpg,blanco.jpg,nieduq,2015-10-27 19:55:17,28.8299813641859,-17.9452363258208,archivo
209,s,n,n,n,n,n,n,n,n,n,n,n,n,48,Archivo Municipal de Granadilla de Abona,"Plza. González Mena, s/n",38600,922 759 900,, ,http://www.granadilladeabona.org,,,0,53,,,,tfaytogranadilla.jpg,blanco.jpg,eliizq,2015-12-09 11:19:24,28.1226608483749,-16.5768019636996,archivo
210,s,n,n,n,n,n,n,n,n,n,n,n,n,49,Archivo Municipal de Guía de Isora,"c/ del Ayuntamiento, 4",38680,922 850 100,922 851 378,  ,http://www.guiadeisora.org,,,0,54,,,,tfaytoguiaisora.jpg,blanco.jpg,eliizq,2015-12-09 11:08:17,28.2093446358277,-16.7785376207429,archivo
211,s,n,n,n,n,n,n,n,n,n,n,n,n,50,Archivo Municipal de Güímar,"Plza. del Ayuntamiento, 4",38500,922 526 100 / 922 526 121,,archivo.guimar@cabtfe.es,http://archivo.guimar.es/,,,0,55,https://www.facebook.com/pages/Archivo-Municipal-de-G%C3%BC%C3%ADmar-Informaci%C3%B3n-General-/118720534904460,,,tfaytoguimar.jpg,blanco.jpg,eliizq,2015-12-09 11:13:04,28.3143331068426,-16.4113164789210,archivo
212,s,n,n,n,n,n,n,n,n,n,n,n,n,24,Archivo Municipal de Haría,"Pza. de La Constitución, 1",35520,928 835 300 / 928 835 251,928 835 173, ,http://www.ayuntamientodeharia.com,,,0,56,,,,lzaytoharia.jpg,blanco.jpg,eliizq,2015-12-09 11:21:32,29.1460957905611,-13.4998516607268,archivo
213,s,n,n,n,n,n,n,n,n,n,n,n,n,83,Archivo Municipal de Hermigua,"C/ El Curato, 109",38820,922 144 040,,  ,http://www.villadehermigua.com,,,0,57,,,,gmaytohermigua.jpg,blanco.jpg,eliizq,2015-12-09 11:24:56,28.1631129860383,-17.1984995098047,archivo
214,s,n,n,n,n,n,n,n,n,n,n,n,n,51,Archivo Municipal de Icod de los Vinos,"Plza. Luis de León Huertas, 2",38430,922 869 602,922 869 668, ,http://www.icoddelosvinos.com,,,0,58,,,,tfaytoicod.jpg,blanco.jpg,eliizq,2015-12-09 11:36:11,28.3676275414175,-16.7191786321102,archivo
215,s,n,n,n,n,n,n,n,n,n,n,n,n,9,Archivo Municipal de Ingenio,"Ramón y Cajal, 6",35250,828 780 076,928 781 247,archivo@villadeingenio.org,http://www.villadeingenio.org,,,0,60,,,,gccheredadesingenio.jpg,blanco.jpg,nieduq,2015-08-07 10:07:48,27.9189691143031,-15.4440129968910,archivo
216,s,n,n,n,n,n,n,n,n,n,n,n,n,87,Archivo municipal de La Frontera,"C/ La Corredera, 4",38911,922 555 999,922 556 063, ,http://www.aytofrontera.org/,,,0,62,,,,ehaytofrontera.jpg,blanco.jpg,karinag,2015-11-18 14:43:49,27.7535659819400,-18.0109461385132,archivo
217,s,n,n,n,n,n,n,n,n,n,n,n,n,52,Archivo Municipal de La Guancha,"c/ Solitica, s/n",38440,922 828 002,922 828 469,info@laguancha.es,http://www.laguancha.es/,,,0,63,,,,tfaytoguancha.jpg,blanco.jpg,eliizq,2015-12-09 11:38:11,28.3781284413115,-16.6525142985579,archivo
218,s,n,n,n,n,n,n,n,n,n,n,n,n,33,Archivo Municipal de La Oliva,"Emilio Castellot, 2",35640,928 861 904,928 868 360,informacion@laoliva.es,http://www.laoliva.es,,,0,67,,,,ftaytooliva.jpg,blanco.jpg,eliizq,2015-12-09 11:41:02,28.6103779924224,-13.9277691141588,archivo
219,s,n,n,n,n,n,n,n,n,n,n,n,n,54,Archivo Municipal de La Orotava,"c/ San Sebastián, 1",38300,922 323 702,922 33 69 22,archivo@villadelaorotava.org,http://archivoorotava.es,Horario: L-V  de 8:15 a 10:30 y de 11:00 a 15:00h.,,0,68,https://www.facebook.com/ArchivoMunicipalLaOrotava?fref=ts,https://goo.gl/mqKvtJ,,tfarchorotava.jpg,tfarchivoorotavaint.jpg,marieli,2016-04-05 12:02:41,28.3924012709157,-16.5226355067026,archivo
220,s,n,n,n,n,n,n,n,n,n,n,n,n,55,Archivo Municipal de La Victoria de Acentejo,"Prolongación Martín Corvo, s/n",38380,922 582 416 / 922 580 031,, ,http://www.lavictoriadeacentejo.es,,,0,69,,,,tfarchvictoria.jpg,blanco.jpg,eliizq,2015-12-09 11:47:17,28.4332896586053,-16.4719668721774,archivo
221,s,n,n,n,n,n,n,n,n,n,n,n,n,2,Archivo Municipal de Las Palmas de Gran Canaria,"c/ León y Castillo, 270",35005,928 446 289 / 928 446 000,928 446 289,archivo.central@laspalmasgc.es,http://www.laspalmasgc.es,,,0,71,,,,gcarchlpgc.jpg,blanco.jpg,nieduq,2015-08-07 10:47:41,28.1250582607572,-15.4285329054535,archivo
222,s,n,n,n,n,n,n,n,n,n,n,n,n,67,Archivo Municipal de Los Llanos de Aridane,"Plaza de España, s/n",38760,922 460 111 ext.244,,miguel.santiago@aridane.org,http://www.aridane.info,De lunes a viernes de 8 a 13 ,"Actas de sesiones, expedientes, documentación varia.",0,72,,,,lpaytolosllanos.jpg,blanco.jpg,nieduq,2015-10-27 19:57:03,28.6586895609572,-17.9131924975716,archivo
223,s,n,n,n,n,n,n,n,n,n,n,n,n,57,Archivo Municipal de Los Silos,"Plza. de La Luz, 9",38470,922 840 012 / 922 840 000 ,922 840 117,ayuntamiento@lossilos.es,http://www.lossilos.es,,,0,75,,,,tfaytolossilos.jpg,blanco.jpg,eliizq,2015-12-09 11:53:08,28.3655416913019,-16.8169839085991,archivo
224,s,n,n,n,n,n,n,n,n,n,n,n,n,11,Archivo Municipal de Mogán,"Los Pasitos, 14",35140,928 158 800,,archivo@mogan.es,http://www.mogan.es,,,0,77,,,,gcarchmogan.jpg,blanco.jpg,nieduq,2015-08-07 10:48:19,27.8824997897548,-15.7258866399950,archivo
225,s,n,n,n,n,n,n,n,n,n,n,n,n,12,Archivo Municipal de Moya,"Miguel Hernández, 13",35420,928 611 255,928 610 126,ayuntamiento@villademoya.com,http://www.villademoya.com,,,0,78,,,,gcarchmoya.jpg,blanco.jpg,nieduq,2015-08-07 10:48:00,28.1108221123531,-15.5833392536282,archivo
226,s,n,n,n,n,n,n,n,n,n,n,n,n,34,Archivo Municipal de Pájara,"Plaza de Nuestra Señora de Regla, 3",35628,928 161 705 / 928 161 704,928 161 474,info@pajara.es,http://www.pajara.es,Martes a Sábado: 10:00 a 18:00 horas.,,0,79,,,,ftaytopajara.jpg,blanco.jpg,eliizq,2015-12-09 12:03:41,28.3508588110199,-14.1076349961060,archivo
227,s,n,n,n,n,n,n,n,n,n,n,n,n,30,Archivo Municipal de Puerto del Rosario,"Fernández Castañeyra, 2",35600,922 850 110,, ,http://www.puertodelrosario.org,De lunes a viernes de 09.00 hasta 14.00 horas,,0,81,,,,ftaytopuertorosario.jpg,blanco.jpg,eliizq,2015-12-09 12:25:43,28.4987646665294,-13.8596677963000,archivo
228,s,n,n,n,n,n,n,n,n,n,n,n,n,75,Archivo Municipal de Puntagorda,"Avda. de la Constitución, 4",38789,922 493 077,, ,http://www.puntagorda.es,,,0,82,,,,lpaytopuntagorda.jpg,blanco.jpg,eliizq,2015-12-09 12:56:15,28.7659595739745,-17.9799055740977,archivo
229,s,n,n,n,n,n,n,n,n,n,n,n,n,76,Archivo Municipal de Puntallana,"C/ La Constitución, 1",38715,922 430 001 /  922 430 000 ,922 430 373,ayuntamiento@puntallana.es,http://www.puntallana.es,,,0,83,,,,lpaytopuntallana.jpg,blanco.jpg,eliizq,2015-12-09 12:53:29,28.7396292789694,-17.7447359711231,archivo
230,s,n,n,n,n,n,n,n,n,n,n,n,n,25,Archivo Municipal de San Bartolomé,c/ Dolores Ferrer,35550,928 520 128,, ,http://www.sanbartolome.es/,,,0,86,,,,lzarchsanbartolome.jpg,blanco.jpg,eliizq,2015-12-09 13:00:34,28.9997193973839,-13.6130111165797,archivo
231,s,n,n,n,n,n,n,n,n,n,n,n,n,13,Archivo Municipal de San Bartolomé de Tirajana,"Santiago Cazorla, 5. Tunte",35290,928 723 400 ext. 1360/1361,928 721 206,archivoadministrativo@maspalomas.com,,Lunes a viernes de 8:30 a 14:00h.,,0,87,,,,gcarchtunte.jpg,blanco.jpg,nieduq,2015-08-07 10:49:08,27.9251127088239,-15.5729736798091,archivo
232,s,n,n,n,n,n,n,n,n,n,n,n,n,36,Archivo Municipal de San Cristóbal de La Laguna,"c/ Consistorio, 4",38201,922 601 184,922 601 119,l_duque@yahoo.com,http://www.aytolalaguna.com,,,0,88,,,,tfarchlalaguna.jpg,blanco.jpg,eliizq,2015-12-09 13:05:32,28.4868488839638,-16.3140654150082,archivo
233,s,n,n,n,n,n,n,n,n,n,n,n,n,59,Archivo Municipal de San Juan de La Rambla,"c/ Diecinueve de Marzo, 31",38428,922 360 003,922 350 060,info@aytosanjuandelarambla.es,http://www.aytosanjuandelarambla.es,,,0,89,,,,tfaytosanjuandelarambla.jpg,blanco.jpg,eliizq,2015-12-09 13:17:27,28.3796328078054,-16.6454397565137,archivo
234,s,n,n,n,n,n,n,n,n,n,n,n,n,60,Archivo Municipal de San Miguel de Abona,"Carretera General de los Abrigos, 30",38620,922 700 000,, ,http://www.sanmigueldeabona.org,,,0,90,,,,tfaytosanmiguel.jpg,blanco.jpg,eliizq,2015-12-09 13:20:13,28.0964495100936,-16.6156616795316,archivo
235,s,n,n,n,n,n,n,n,n,n,n,n,n,10,Archivo Municipal de La Aldea de San Nicolás,"Real, 28",35470,928 892 305,928 892 387,,,,,0,61,,,,gcaytolaaldea.jpg,blanco.jpg,marieli,2016-03-08 12:54:51,27.9848081729654,-15.7802589916341,archivo
236,s,n,n,n,n,n,n,n,n,n,n,n,n,14,Archivo Municipal de Santa Brígida,"c/ Nueva, 13",35300,928 648 181 (Ayto.) ,,,http://www.santabrigida.es/,,,0,92,,,,gcarchsantabrigida.jpg,blanco.jpg,nieduq,2015-08-07 10:49:24,28.0339884060553,-15.4991794874095,archivo
237,s,n,n,n,n,n,n,n,n,n,n,n,n,66,Archivo Municipal de Santa Cruz de La Palma,"Plaza de España, 6",38700,922 415 255 ,922 420 259, ,http://www.santacruzdelapalma.es,,,0,93,,,,lpaytosclapalma.jpg,blanco.jpg,nieduq,2015-10-27 20:04:51,28.6832426127152,-17.7647439617305,archivo
238,s,n,n,n,n,n,n,n,n,n,n,n,n,3,Archivo Municipal de Santa Cruz de Tenerife,"c/ Viera y Clavijo, 46",38004,922 606 291,,cherben@santacruzdetenerife.es,http://www.santacruzdetenerife.es/ayuntamiento/archivo-municipal,,,0,94,,,,tfaytosantacruz.jpg,blanco.jpg,eliizq,2015-12-09 13:22:09,28.4698046752730,-16.2546337312941,archivo
239,s,n,n,n,n,n,n,n,n,n,n,n,n,61,Archivo Municipal de Santa Úrsula,"Plza. del General Franco, 2",38390,922 301 640 ,922 302 163,  ,http://www.santaursula.es,,,0,98,,,,tfaytosantaursula.jpg,blanco.jpg,eliizq,2015-12-09 13:23:55,28.4257898535191,-16.4915902656123,archivo
240,s,n,n,n,n,n,n,n,n,n,n,n,n,62,Archivo Municipal de Santiago del Teide,"La Placeta, 10",38690,922 863 127 ,922 862 312, ,http://www.santiagodelteide.org,,,0,99,,,,tfaytosantiagodelteide.jpg,blanco.jpg,eliizq,2015-12-09 13:25:41,28.2972007540793,-16.8154888173067,archivo
241,s,n,n,n,n,n,n,n,n,n,n,n,n,80,Archivo Municipal de Sebastián de La Gomera,"Plaza Las Américas, 4",38800,922 141 072,, ,http://www.sansebastiangomera.org,,,0,122,,,,gmarchmpalssebastian.jpg,blanco.jpg,karinag,2015-11-18 14:44:30,28.0903776175011,-17.1097059179872,archivo
242,s,n,n,n,n,n,n,n,n,n,n,n,n,63,Archivo Municipal de Tacoronte,"Plza. del Cristo, 1",38350,922 561 350 / 922 561 354,,informacion@tacoronte.es,http://www.tacoronte.es,,,0,100,,,,tfaytotacoronte.jpg,blanco.jpg,eliizq,2015-12-09 13:52:43,28.4814247053992,-16.4121272085248,archivo
243,s,n,n,n,n,n,n,n,n,n,n,n,n,77,Archivo Municipal de Tazacorte,"C/ Primero de Mayo, 1",38350,922 480 803,,ayto_secretariageneral@tazacorte.es,http://www.tazacorte.es,,,0,70,,,,lpaytotazacorte.jpg,blanco.jpg,nieduq,2015-10-27 20:05:42,28.6407127778650,-17.9332591908674,archivo
244,s,n,n,n,n,n,n,n,n,n,n,n,n,64,Archivo Municipal de Tegueste,"Plaza de San Marcos, 1. Ayto. de Tegueste",38280,922 316 100 / 922 316 158,,archivo@tegueste.org,http://www.tegueste.org,Lunes a viernes de 9:00 a 14:00h.,"Depósito de archivo: estanterías fijas de metal. Condiciones ambientales óptimas. Unidades de instalación (cajas) resistentes al polvo, la humedad, la luz, el envejecimiento trasmitido y el apilamiento.",0,102,https://www.facebook.com/Cultura.Tegueste,,,tfaytotegueste.jpg,tfarchivoteguesteint.jpg,marieli,2016-04-06 12:17:20,28.5227533571764,-16.3365157331726,archivo
245,s,n,n,n,n,n,n,n,n,n,n,n,n,17,Archivo Municipal de Tejeda,"Plaza del Socorro, s/n",35360,928 666 001,, ,,,,0,104,,,,gcarchtejeda.jpg,blanco.jpg,nieduq,2015-08-07 10:49:33,27.9950308414622,-15.6156023413932,archivo
246,s,n,n,n,n,n,n,n,n,n,n,n,n,19,Archivo Municipal de Teror,"Aldea Blanca, 8",35300,928 631 296,928 630 855,ayuntamiento@teror.es,http://www.teror.es,Lunes a viernes de 09:00 a 13:00,,0,107,,,,gcarchteror.jpg,blanco.jpg,nieduq,2015-08-07 10:49:42,28.0604841380280,-15.5483350083504,archivo
247,s,n,n,n,n,n,n,n,n,n,n,n,n,28,Archivo Municipal de Tinajo,"Pza. de San Roque, 1",35560,928 840 412 / 669 397 954 / 928 840 021,,archivo@tinajo.es,http://www.tinajo.es,,,0,110,,,,lzaytotinajo.jpg,blanco.jpg,eliizq,2016-03-21 13:59:02,29.0664983238857,-13.6765864995239,archivo
248,s,n,n,n,n,n,n,n,n,n,n,n,n,27,Archivo Municipal de Tías,"c/ Libertad, 50",35572,928 833 619,,,http://www.ayuntamientodetias.es/,,,0,108,,,,lzaytotias.jpg,blanco.jpg,eliizq,2015-12-09 13:59:47,28.9521782578217,-13.6543187402790,archivo
249,s,n,n,n,n,n,n,n,n,n,n,n,n,78,Archivo Municipal de Tijarafe,"Plaza la Paz, s/n",38780,922 490 003,,cultura@tijarafe,http://www.tijarafe.es,,,0,109,,,,lpaytotijarafe.jpg,blanco.jpg,nieduq,2015-10-27 20:14:29,28.7115463099301,-17.9559506649009,archivo
250,s,n,n,n,n,n,n,n,n,n,n,n,n,84,Archivo Municipal de Valle Gran Rey,"C/ El Caidero, 16- La Calera",38870,922 805 000,922 805 637, ,http://www.vallegranrey.es,,,0,112,,,,gmaytovallegranrey.jpg,blanco.jpg,eliizq,2015-12-09 14:04:57,28.0952333607016,-17.3350636066543,archivo
251,s,n,n,n,n,n,n,n,n,n,n,n,n,20,Archivo Municipal de Valleseco,"c/ León y Castillo, 12",35340,928 618 022 / 928 618 300,928 618 957,,http://www.valleseco.es,,,0,114,,,,gcarchvalleseco.jpg,blanco.jpg,nieduq,2015-08-07 10:50:35,28.0505719635729,-15.5741499599205,archivo
252,s,n,n,n,n,n,n,n,n,n,n,n,n,21,Archivo Municipal de Valsequillo,"c/ El Sol, 6",35217,928 705 011,,,,,,0,115,,,,gcarchvalsequillo.jpg,blanco.jpg,nieduq,2015-08-07 10:50:42,27.9916936537834,-15.4999453640611,archivo
253,s,n,n,n,n,n,n,n,n,n,n,n,n,86,Archivo municipal de Valverde,"Pérez Galdós, 5",38900,922 550 025,,,http://www.aytovalverde.org,,,0,116,,,,ehaytovalverde.jpg,blanco.jpg,karinag,2015-11-18 14:45:16,27.8068673605089,-17.9149954774113,archivo
254,s,n,n,n,n,n,n,n,n,n,n,n,n,22,Archivo Municipal de Vega de San Mateo,"Alameda de Santa Ana, 3",35320,,,,,,,0,117,,,,gcarchsanmateo.jpg,blanco.jpg,nieduq,2015-08-07 10:50:53,28.0111108331157,-15.5327041273131,archivo
255,s,n,n,n,n,n,n,n,n,n,n,n,n,29,Archivo Municipal de Yaiza,"Pza. Nuestra Señora de los Remedios, 1",35570,928 836 220,,,http://www.yaiza.es,,,0,120,,,,lzaytoyaiza.jpg,blanco.jpg,eliizq,2015-12-09 14:12:38,28.9522134445845,-13.7661936462841,archivo
256,s,n,n,n,n,n,n,n,n,n,n,n,n,58,Archivo Municipal del Puerto de la Cruz,"Plaza de Europa, s/n",38400,922 378 475 / 922 378 437,922 378 476,ecalero@puertodelacruz.es / hhernandez@puertodelacruz.es,http://www.puertodelacruz.es,Lunes a viernes de 8:00 a 14:00h.,Hemerotea; biblioteca auxiliar,0,80,,,,tfaytopuertocruz.jpg,blanco.jpg,eliizq,2015-12-09 14:14:44,28.4179517417884,-16.5486125924048,archivo
257,s,n,n,n,n,n,n,n,n,n,n,n,n,2,Archivo Naval de Canarias,"c/ Verdi, 15",35001,928 337 503,928 324 765, ,http://goo.gl/TFTIK1,,,0,193,,,,gcarchnaval.jpg,blanco.jpg,nieduq,2015-08-07 10:51:02,28.0991785896810,-15.4192483654735,archivo
258,s,n,n,n,n,n,n,n,n,n,n,n,n,13,Archivo Parroquial de San Bartolomé de Tirajana,Plaza de San Bartolomé,35290,928 127 136,, ,http://www.diocesisdecanarias.es,,,0,150,,,,gcparroquiasbartolome.jpg,blanco.jpg,marieli,2016-03-08 12:55:53,27.9254841170261,-15.5730862322989,archivo
259,s,n,n,n,n,n,n,n,n,n,n,n,n,25,Archivo Parroquial de San Bartolomé. Lanzarote,"c/ Rubicón, 44",35550,928 520 645,, ,http://www.diocesisdecanarias.es,,,0,150,,,,lzarchsanbartolomeext.jpg,blanco.jpg,marieli,2016-03-08 12:56:26,29.0038354590873,-13.6097055397950,archivo
260,s,n,n,n,n,n,n,n,n,n,n,n,n,31,Archivo Parroquial de Santa María de La Antigua,Plaza de Antigua,35630,928 878 003,928 878 599, parroquiantigua@terra.es,http://www.diocesisdecanarias.es,Martes de 17.00 a 18.30 horas,6 m2 de depósito. 20 m lineales de estantería. 6 m lineales de documentación.,0,150,,,,ftigantigua.jpg,blanco.jpg,eliizq,2015-12-09 14:19:47,28.4232713082955,-14.0147744063961,archivo
261,s,n,n,n,n,n,n,n,n,n,n,n,n,36,Archivo Universitario. Universidad de La Laguna,"c/Delgado Barreto s/n. Edificio Central, planta 1",38207,922 319 227,,archivo@ull.es,,,,0,227,,,,tfullcentral.jpg,blanco.jpg,eliizq,2015-12-09 14:21:58,28.4817813995171,-16.3165582413037,archivo
262,s,n,n,n,n,n,n,n,n,n,n,n,n,43,Archivo y Biblioteca del Centro Penitenciario de Tenerife II,"Camino Escaño, s/n. La Esperanza",38290,"922 869 500, ext. 186",922 620 712,,http://www.institucionpenitenciaria.es,,,0,2,,,,tfcentropenintenciariotfII.jpg,blanco.jpg,eliizq,2015-12-10 09:26:45,28.4516633081254,-16.3427004948709,archivo
263,s,n,n,n,n,n,n,n,n,n,n,n,n,55,Archivo y casa parroquial de Nuestra Señora de la Victoria,"c/ Pérez Díaz, 59",38380,,,,http://www.obispadodetenerife.com,,,0,202,,,,tfiglavictoria.jpg,blanco.jpg,eliizq,2015-12-09 14:30:56,28.4342574723537,-16.4703328871275,archivo
264,s,n,n,n,n,n,n,n,n,n,n,n,n,3,Archivos Generales del Gobierno de Canarias,"c/ Panamá, 13",38009,,,,http://www.gobiernodecanarias.org,,,0,173,,,,tfarchgralgobierno.jpg,blanco.jpg,eliizq,2015-12-09 14:33:43,28.4531598845747,-16.2678455809882,archivo
265,n,n,n,n,n,n,n,s,n,n,s,n,n,83,Ars Septem Gallery. (Casa creativa),"Ctra. Gral. Hermigua, 56",38820,652 514 391,,info@ars-septem.com,http://www.ars-septem.com/,"Martes, Jueves, Viernes, Sábado, Domingo: 10:00 h - 19:00 h; Miércoles: 10:00 h - 15:00 h; Lunes: Cerrado","Martes, Jueves, Viernes, Sábado, Domingo: 10:00 h - 19:00 h; Miércoles: 10:00 h - 15:00 h; Lunes: Cerrado",0,1,http://www.facebook.com/ArsSeptemGallery,,,gmarsepgallery.jpg,gmarsepgalleryindex.jpg,mgonjorf,2016-03-11 15:06:05,28.1706343646149,-17.1906852691976,galería de arte / sala de exposiciones
266,n,n,n,s,n,n,n,s,n,n,s,n,n,5,Arte Agüimes. Casa de la Cultura,"Plaza Santo Domingo, s/n. Casa de la Cultura, 2ª planta",35260,928 784 582 / 630 142 895,,,http://arteaguimes.com/,Horario: Lunes a viernes de 9 a 15 y de 16 a 21h. Sábado de 9.30 a 14.30h. Domingos cerrado,,0,23,,,,gcccaguimesext.jpg,gcccaguimesint.jpg,nieduq,2015-07-27 11:23:20,27.8768573195304,-15.4256482635199,centro cultural
267,n,n,n,n,n,n,n,s,n,n,s,n,n,3,Espacio Abierto. Galería de arte,"c/ Callao de Lima, 39",38002,922 277 203,,artegaleria@live.com,http://www.galeriaespacioabierto.com/,,,0,1,https://es-es.facebook.com/artegaleria3.0,,,tfartegaleria.jpg,blanco.jpg,marieli,2016-03-08 12:58:43,28.4697665018175,-16.2534850455656,galería de arte / sala de exposiciones
268,n,n,n,s,n,n,n,n,n,n,n,n,n,74,Asociación Cultural Monte de Breña,"Ctra. Hoyo de Mazo, 31",38730,922 440 003,,ayuntamiento@villademazo.es,http://www.villademazo.es,,"En este centro se realizan celebraciones festivas, el enrame de los arcos para la fiesta de Corpus Christi, cursos de artesanía, etc. Aforo 50 personas sentadas.",50,119,,,,lpacmontebrena.jpg,blanco.jpg,marieli,2016-02-17 13:22:37,28.6284591496170,-17.7701121752422,centro cultural
269,n,n,s,s,n,s,n,n,n,s,s,s,s,33,Teatro Raíz del Pueblo,"c/ Francisco Fuentes Martín, 11",35640,928 868 015,928 868 015,info@raizdelpueblo.org,http://www.raizdelpueblo.org/,Horario Asociación: lunes a viernes 9:00 a 13:00 y 16:00 a 21:00h.,Aula polivalente-aula infórmática-biblioteca-platea-zona tramoya-espacio expositivo/foyer-almacenes-office-servicios-Vestíbulo/espacio expositivo-salón de actos-oficinas-archivo-aula polivalente-aula de música-cafetería-terraza-almacén y servicios-Camerinos,300,13,https://www.facebook.com/asociacionculturalraizdelpueblo,,,ftraizdelpueblo.jpg,ftraizpuebloint.jpg,marieli,2016-03-08 12:59:22,28.6111380913050,-13.9256125260499,teatro / auditorio
270,n,n,n,n,n,s,n,n,n,n,n,n,n,61,Academia de Música de la Asociación Músico-Cultural Ernesto Beteta ,Antigua Unitaria El Farrobillo,38390,922 304 192,,amcernestobeteta@hotmail.com,,Mar y jue de 17:00 a 20:00h.,,0,1,https://goo.gl/iTeSI7,,,tfasocernestobeteta.jpg,blanco.jpg,marieli,2016-03-08 12:59:59,28.4226707483890,-16.4816191573909,centro de enseñanzas artísticas
271,s,n,s,s,n,n,n,n,n,s,s,s,n,36,Ateneo de La Laguna,"Plza. de la Catedral, 3",38201,922 259 822,922 631 566,ateneodelalaguna@telefonica.net,http://www.ateneodelalaguna.es/,,,0,1,,,,tfateneolagunaext.jpg,tfateneolagunaint.jpg,desrie,2015-07-28 14:05:42,28.4890998744402,-16.3167619599897,centro cultural
272,n,n,n,s,n,n,n,n,n,n,s,s,n,3,"Ateneo Miraflores, 3","c/ Miraflores, 3",38003,,,miraflorestres@gmail.com,,,,0,1,http://www.facebook.com/pages/Ateneo-Miraflores-3/208420089247829,,,tfateneomiraflores.jpg,blanco.jpg,eliizq,2015-12-10 13:13:44,28.4652782515262,-16.2510106605745,centro cultural
273,n,s,n,n,n,n,n,n,n,n,n,n,n,2,Auditorio Alfredo Kraus,"Paseo Las Canteras, s/n",35010,928 491 770,,,http://www.auditorio-alfredokraus.com,,,1760,157,,,,gcauditorioakrausext.jpg,gcauditorioakrausint.jpg,marieli,2016-02-18 13:44:31,28.1301991337787,-15.4489415757281,teatro / auditorio
274,n,s,n,n,n,n,n,n,n,s,n,n,n,81,Auditorio Benedicto Negrín Hernández,C/ Pintor José Aguiar,38830,922 146 000,922 146 040,cultura@aytoagulo.com,http://www.agulo.org,Lunes a viernes de 8:00 a 14:00h. Sábados de 9:00 s 13:00h.,,70,25,https://www.facebook.com/pages/Agulo-La-Gomera/397690750300656,,,gmaudbenedictonh.jpg,gmaudbenedictonhindex.jpg,karinag,2015-11-06 13:59:22,28.1886914125699,-17.1939066519724,teatro / auditorio
275,n,s,n,n,n,n,n,n,n,n,n,n,s,33,Auditorio de Corralejo,"c/ Huriamen, s/n",35660,928 866 329 / 928 861 904 ext. 301,,auditorio@laoliva.es,http://www.laoliva.es/,Horario de taquilla una hora antes de la función.,,408,67,https://es-es.facebook.com/ayuntamiento.laoliva/posts/155958127835009,,,ftauditoriocorralejo.jpg,ftaudcorralejoint.jpg,marieli,2016-02-23 13:23:53,28.7242661453684,-13.8701690883732,teatro / auditorio
276,n,s,n,n,n,n,n,n,n,s,n,n,s,44,Auditorio de El Sauzal,"c/ Constitución, 3",38360,922 570 000 ext. 132,,auditorio@elsauzal.es,http://goo.gl/IkS8gI,De 9:00 a 15:00h.,"Espacio de exhibición de Artes Escénicas con unas dimensiones de escenario de 8 m. de fondo y 11 m. de ancho, y 5 m. de alto, con un aforo de 350 espectadores a la italiana, pudiendose ampliar hasta 570 butacas como auditorio",570,44,https://www.facebook.com/auditoriosauzal,,,tfauditoriosauzalext.jpg,tfauditoriosauzalint.jpg,desrie,2015-07-28 14:07:33,28.4788445809601,-16.4365562762678,teatro / auditorio
277,n,s,n,n,n,n,n,n,n,n,n,n,s,35,Auditorio de Gran Tarajal,"c/ Alcalde Jaime del Castillo, s/n",35620,928 162 449,928 162 449,festivaltrantran@gmail.com,http://www.auditoriograntarajal.com,Horario de taquilla una hora antes de cada espectáculo,,370,111,https://www.facebook.com/AuditorioGranTarajal,,https://twitter.com/AuditorioGT,ftauditgrantarajal.jpg,ftaudgrantarajalint.jpg,marieli,2016-02-24 16:22:22,28.2123103924437,-14.0189357986201,teatro / auditorio
278,n,s,n,n,n,n,n,n,n,s,n,n,s,49,Auditorio de Guía de Isora,"c/ De la Cruz, s/n",38680,922 852 012,,cultura@guiadeisora.org,http://goo.gl/yiWUN,,,368,54,,,,tfauditorioguiaisoraext.jpg,blanco.jpg,marieli,2016-02-19 08:44:59,28.2093714028156,-16.7797227358539,teatro / auditorio
